-5005  30.92  35.75  40.16
-4995  28.20  32.87  37.47
-4985  30.76  35.52  39.97
-4975  35.27  39.71  44.02
-4965  34.23  38.25  43.50
-4955  27.91  32.48  37.21
-4945  23.95  28.36  32.67
-4935  25.48  29.98  34.42
-4925  29.01  33.58  38.70
-4915  32.19  36.79  41.75
-4905  34.46  39.09  43.63
-4895  36.72  41.16  46.25
-4885  39.93  44.76  49.69
-4875  44.24  49.11  54.42
-4865  49.27  54.46  60.32
-4855  47.13  52.32  57.63
-4845  41.23  46.22  50.89
-4835  37.92  42.59  47.26
-4825  42.40  47.16  51.93
-4815  46.48  51.51  56.34
-4805  41.81  46.61  51.47
-4795  37.92  42.66  47.45
-4785  38.25  43.47  48.10
-4775  44.21  49.01  54.26
-4765  49.63  54.88  60.19
-4755  50.70  55.62  61.59
-4745  48.10  53.03  58.61
-4735  41.46  46.58  51.31
-4725  34.04  38.99  43.31
-4715  29.66  33.91  38.15
-4705  27.13  31.54  35.85
-4695  25.61  29.92  34.26
-4685  25.18  29.33  33.81
-4675  29.72  33.87  38.12
-4665  35.17  39.32  43.92
-4655  42.82  46.97  52.09
-4645  49.92  54.55  60.09
-4635  52.80  58.05  63.76
-4625  47.23  52.06  57.47
-4615  42.62  47.39  52.41
-4605  44.15  49.17  54.36
-4595  46.71  51.70  56.89
-4585  47.19  51.96  57.05
-4575  47.68  52.61  57.73
-4565  48.10  52.93  58.18
-4555  45.02  49.59  54.52
-4545  40.58  45.09  50.01
-4535  41.29  46.06  51.08
-4525  45.02  49.85  55.04
-4515  48.52  53.19  58.47
-4505  47.97  52.74  58.09
-4495  42.43  47.36  52.35
-4485  39.67  44.41  49.17
-4475  38.90  43.31  48.23
-4465  34.20  38.51  43.14
-4455  27.16  31.22  35.46
-4445  26.64  30.63  35.04
-4435  33.35  37.50  42.10
-4425  44.15  48.59  53.61
-4415  50.24  55.17  60.16
-4405  46.51  51.25  56.01
-4395  43.69  48.20  53.22
-4385  42.46  47.23  52.22
-4375  38.87  43.70  48.36
-4365  32.84  37.31  41.78
-4355  27.65  31.70  35.95
-4345  20.29  24.08  28.40
-4335  12.16  15.79  19.94
-4325   8.65  12.38  16.43
-4315  13.71  17.70  21.78
-4305  23.79  28.04  32.54
-4295  34.68  39.28  44.05
-4285  42.75  47.68  52.70
-4275  42.04  46.97  51.86
-4265  35.11  39.84  44.25
-4255  31.09  35.40  40.00
-4245  28.27  32.32  36.86
-4235  22.92  26.81  30.79
-4225  22.43  26.32  30.57
-4215  27.81  31.80  36.30
-4205  33.32  37.66  42.33
-4195  36.76  41.52  46.29
-4185  35.53  40.26  45.09
-4175  31.38  35.79  40.36
-4165  28.49  32.90  37.31
-4155  29.07  33.39  37.79
-4145  33.00  37.44  41.94
-4135  38.90  43.73  48.68
-4125  42.01  46.77  51.93
-4115  41.49  46.22  50.99
-4105  44.24  49.04  53.87
-4095  48.91  54.26  59.12
-4085  53.13  58.41  63.69
-4075  53.84  59.29  64.83
-4065  50.28  55.43  60.94
-4055  39.84  44.31  49.30
-4045  31.51  35.66  40.23
-4035  35.33  39.77  44.28
-4025  46.87  51.80  56.75
-4015  53.19  58.12  63.56
-4005  49.17  54.10  59.35
-3995  41.88  46.71  51.54
-3985  36.40  40.78  45.45
-3975  30.53  34.52  39.09
-3965  25.61  29.66  34.07
-3955  23.24  27.23  31.64
-3945  22.88  27.03  31.44
-3935  23.14  27.29  31.70
-3925  25.77  30.01  34.52
-3915  29.50  33.81  38.38
-3905  32.87  37.02  41.52
-3895  38.02  42.27  47.13
-3885  45.64  50.24  55.62
-3875  53.39  58.51  64.02
-3865  57.73  63.08  68.36
-3855  61.94  67.42  72.77
-3845  63.82  69.40  74.88
-3835  64.83  70.05  75.91
-3825  62.46  67.97  73.58
-3815  58.35  63.53  68.98
-3805  51.83  56.73  62.17
-3795  45.02  49.43  54.68
-3785  40.10  44.50  49.33
-3775  39.80  44.21  48.98
-3765  43.79  48.20  53.22
-3755  48.56  53.06  58.34
-3745  51.99  56.85  62.30
-3735  54.71  59.80  65.25
-3725  55.04  60.06  65.41
-3715  50.31  55.30  60.29
-3705  45.70  50.18  54.94
-3695  51.83  56.17  61.29
-3685  58.77  63.73  68.98
-3675  50.57  55.82  60.55
-3665  37.21  41.85  46.45
-3655  27.07  30.92  35.66
-3645  18.35  21.82  25.93
-3635  12.58  16.30  19.84
-3625  16.04  19.64  23.21
-3615  22.40  25.80  29.69
-3605  26.22  30.21  34.29
-3595  31.60  35.65  40.45
-3585  41.97  46.25  51.50
-3575  51.60  56.63  61.65
-3565  60.74  65.93  71.41
-3555  67.36  72.54  78.41
-3545  56.79  61.78  67.29
-3535  41.23  45.71  50.60
-3525  31.93  36.08  40.58
-3515  27.03  30.99  35.56
-3505  24.08  27.91  31.93
-3495  19.61  23.76  27.13
-3485  23.24  27.49  31.44
-3475  35.30  39.80  44.92
-3465  46.22  50.99  56.43
-3455  50.14  55.07  60.42
-3445  55.52  60.55  65.73
-3435  63.40  68.78  74.36
-3425  69.82  75.62  81.75
-3415  69.72  75.40  81.46
-3405  65.90  71.18  77.21
-3395  57.34  62.50  68.40
-3385  42.43  46.91  52.64
-3375  28.01  32.16  36.89
-3365  19.48  23.44  27.75
-3355  15.88  19.51  23.76
-3345  15.46  19.19  23.40
-3335  16.17  20.06  24.15
-3325  19.38  23.27  27.68
-3315  22.88  26.87  31.18
-3305  25.12  29.37  33.52
-3295  27.23  31.54  35.88
-3285  29.66  34.00  38.47
-3275  33.42  38.18  42.24
-3265  35.56  40.48  44.76
-3255  44.50  49.23  54.45
-3245  55.23  59.83  65.54
-3235  60.42  65.35  70.86
-3225  61.39  66.32  71.99
-3215  63.30  68.23  74.91
-3205  63.40  68.43  75.04
-3195  62.66  67.84  73.90
-3185  62.98  68.26  74.29
-3175  62.82  68.17  73.87
-3165  62.95  68.23  74.32
-3155  66.06  71.50  78.34
-3145  68.33  74.06  80.68
-3135  71.76  77.89  83.66
-3125  67.42  73.19  78.54
-3115  55.17  60.42  65.70
-3105  44.70  49.72  54.98
-3095  38.99  44.08  49.01
-3085  39.61  44.44  49.37
-3075  47.19  52.05  57.27
-3065  57.50  62.78  68.49
-3055  62.69  68.13  74.13
-3045  63.24  68.49  74.59
-3035  56.40  61.43  66.77
-3025  46.42  51.41  56.60
-3015  44.02  48.69  53.87
-3005  45.90  50.66  55.85
-2995  50.24  55.36  60.55
-2985  54.91  60.35  65.73
-2975  59.67  65.22  71.02
-2965  62.36  68.07  73.84
-2955  59.67  65.09  70.73
-2945  52.67  57.89  63.47
-2935  43.76  48.88  54.00
-2925  36.08  40.23  45.38
-2915  30.40  34.46  38.93
-2905  28.30  32.19  36.43
-2895  25.35  29.14  33.55
-2885  19.35  23.08  27.39
-2875  15.79  19.68  23.92
-2865  17.47  21.36  25.57
-2855  20.19  24.08  28.07
-2845  21.33  25.12  29.37
-2835  20.39  24.41  28.62
-2825  28.04  32.61  36.88
-2815  44.83  49.62  54.84
-2805  55.30  60.65  66.55
-2795  57.92  63.01  69.14
-2785  60.00  65.02  70.79
-2775  58.28  63.47  69.01
-2765  55.75  60.84  66.55
-2755  53.16  58.09  63.89
-2745  53.35  58.09  63.86
-2735  53.97  58.67  64.02
-2725  55.33  60.42  66.09
-2715  55.62  60.74  66.64
-2705  52.12  57.37  62.49
-2695  51.08  56.20  61.46
-2685  52.90  58.15  63.18
-2675  52.09  57.02  62.30
-2665  53.19  58.22  63.66
-2655  55.14  60.42  66.06
-2645  54.07  59.22  65.09
-2635  46.00  50.76  56.17
-2625  43.05  47.97  52.90
-2615  48.91  53.93  59.06
-2605  56.92  62.10  67.45
-2595  54.65  59.64  65.22
-2585  44.25  49.11  54.65
-2575  32.48  37.28  41.59
-2565  28.85  33.00  37.34
-2555  31.67  35.82  40.58
-2545  39.51  43.95  48.88
-2535  49.59  54.62  59.64
-2525  56.85  61.94  67.32
-2515  61.26  66.19  71.89
-2505  54.17  59.00  64.41
-2495  44.76  49.43  54.26
-2485  38.18  42.85  47.52
-2475  30.28  34.75  39.22
-2465  25.09  29.14  33.58
-2455  29.92  33.90  38.64
-2445  36.92  41.26  45.77
-2435  40.65  45.31  50.08
-2425  42.56  47.23  52.25
-2415  40.52  45.19  50.37
-2405  36.89  41.46  46.55
-2395  41.65  46.25  51.37
-2385  51.86  56.88  62.43
-2375  57.08  62.36  67.97
-2365  54.20  59.64  64.89
-2355  50.37  55.72  60.65
-2345  46.06  51.15  56.17
-2335  47.45  52.38  57.86
-2325  51.70  56.92  62.59
-2315  51.93  57.34  62.62
-2305  44.21  48.95  54.29
-2295  36.43  40.65  45.83
-2285  34.36  38.64  43.53
-2275  38.34  43.17  47.87
-2265  44.47  49.24  54.81
-2255  51.05  56.27  62.01
-2245  52.80  58.41  63.63
-2235  49.37  54.52  60.13
-2225  48.23  52.90  58.73
-2215  44.64  49.21  55.11
-2205  36.79  41.20  45.83
-2195  35.46  39.97  44.50
-2185  41.10  46.06  51.15
-2175  47.97  53.42  58.64
-2165  52.74  58.28  63.69
-2155  50.60  55.92  61.04
-2145  40.42  44.99  50.15
-2135  33.35  37.86  42.53
-2125  34.07  38.73  43.60
-2115  37.96  42.62  47.71
-2105  45.41  50.37  55.49
-2095  54.88  60.42  65.86
-2085  63.04  68.55  74.58
-2075  66.90  72.48  79.19
-2065  66.94  72.87  78.99
-2055  61.52  66.87  72.74
-2045  53.10  57.99  63.40
-2035  45.90  50.31  55.23
-2025  43.08  47.58  52.61
-2015  47.58  52.25  57.63
-2005  53.87  58.73  64.63
-1995  55.62  60.91  66.55
-1985  52.22  57.47  62.62
-1975  51.73  56.85  62.62
-1965  55.17  60.61  66.06
-1955  51.70  56.95  62.11
-1945  43.44  47.97  52.84
-1935  40.97  45.25  50.44
-1925  44.99  50.01  55.39
-1915  51.47  56.85  62.36
-1905  54.23  59.64  65.02
-1895  49.72  54.75  60.06
-1885  40.07  44.77  49.63
-1875  33.94  37.83  43.11
-1865  36.56  40.74  46.19
-1855  46.90  51.86  57.31
-1845  57.44  63.08  68.52
-1835  58.83  64.60  70.14
-1825  53.91  59.25  64.96
-1815  49.37  54.65  60.16
-1805  48.30  53.94  59.12
-1795  49.59  54.97  60.65
-1785  47.10  51.80  57.60
-1775  45.44  50.63  55.30
-1765  45.12  50.31  54.97
-1755  44.05  49.24  54.00
-1745  43.24  48.33  53.45
-1735  46.12  51.15  56.59
-1725  49.40  54.78  60.22
-1715  52.70  58.21  63.76
-1705  54.20  59.29  64.89
-1695  50.57  55.30  60.74
-1685  46.68  51.18  56.63
-1675  46.09  50.86  56.21
-1665  44.44  49.27  54.46
-1655  44.28  49.14  53.94
-1645  44.63  49.72  54.16
-1635  41.94  46.68  51.60
-1625  39.22  43.82  48.56
-1615  35.62  40.16  44.96
-1605  36.24  40.32  45.57
-1595  42.17  46.77  51.70
-1585  48.46  53.58  58.70
-1575  53.00  58.54  64.08
-1565  57.05  62.66  68.26
-1555  56.17  61.62  66.97
-1545  52.09  57.34  62.62
-1535  45.67  50.60  55.95
-1525  41.59  46.42  51.41
-1515  39.38  43.95  48.82
-1505  34.78  39.19  44.08
-1495  32.51  37.02  41.62
-1485  41.33  46.09  51.31
-1475  47.33  52.25  57.86
-1465  41.36  46.29  51.54
-1455  35.75  40.49  45.41
-1445  32.41  36.82  41.75
-1435  29.04  33.45  38.18
-1425  27.16  31.57  35.98
-1415  25.32  29.72  34.33
-1405  23.18  27.58  32.41
-1395  21.85  26.45  31.02
-1385  22.69  27.62  32.02
-1375  26.48  31.21  35.62
-1365  30.24  34.65  39.25
-1355  31.96  36.17  41.39
-1345  36.33  40.71  46.42
-1335  44.73  50.01  55.91
-1325  49.07  54.52  60.26
-1315  47.68  52.74  57.86
-1305  44.63  49.33  54.68
-1295  41.46  46.26  51.34
-1285  40.74  45.38  50.40
-1275  43.60  48.85  54.33
-1265  44.89  50.11  55.49
-1255  43.69  49.30  53.90
-1245  43.34  48.78  53.81
-1235  44.89  50.14  55.43
-1225  44.93  49.76  55.30
-1215  40.94  45.61  51.21
-1205  37.89  42.85  48.10
-1195  35.01  40.06  45.19
-1185  35.07  39.67  45.22
-1175  38.80  43.82  49.43
-1165  42.40  47.58  52.93
-1155  47.36  52.64  58.12
-1145  53.16  58.70  64.67
-1135  52.61  58.22  63.79
-1125  48.36  53.52  58.73
-1115  45.25  50.21  55.72
-1105  43.30  48.65  53.94
-1095  42.72  47.91  53.35
-1085  41.55  46.74  52.19
-1075  40.45  45.35  50.89
-1065  38.18  42.98  48.39
-1055  35.79  41.23  46.16
-1045  36.24  41.39  46.42
-1035  39.93  44.70  49.98
-1025  40.74  45.67  51.12
-1015  36.82  41.65  46.81
-1005  29.40  34.07  38.74
 -995  24.89  29.46  34.13
 -985  22.53  27.03  31.70
 -975  23.17  27.75  32.22
 -965  32.38  36.98  41.42
 -955  41.85  46.87  51.89
 -945  42.53  47.62  53.00
 -935  41.72  46.93  52.45
 -925  39.42  44.44  50.02
 -915  31.12  35.30  40.84
 -905  25.83  30.50  34.81
 -895  27.32  31.89  36.14
 -885  33.87  38.38  43.17
 -875  45.73  50.98  56.43
 -865  56.92  62.95  68.59
 -855  56.47  61.98  67.84
 -845  45.84  50.83  56.24
 -835  35.75  40.32  45.06
 -825  28.36  32.67  37.18
 -815  19.74  23.79  28.27
 -805  11.02  14.62  18.77
 -795   5.90   9.11  12.97
 -785   4.73   8.20  11.57
 -775   4.60   8.14  11.51
 -765   5.70   9.17  12.84
 -755   7.68  11.31  15.46
 -745   9.40  13.13  17.08
 -735  10.86  14.75  18.57
 -725  12.93  16.92  20.87
 -715  18.15  22.20  26.22
 -705  30.14  34.03  39.09
 -695  46.06  50.53  56.14
 -685  49.40  54.65  60.00
 -675  36.24  40.97  45.77
 -665  26.68  31.08  35.33
 -655  32.64  37.24  41.84
 -645  45.90  51.02  56.33
 -635  57.37  63.01  68.78
 -625  60.23  66.19  71.54
 -615  54.23  59.90  65.28
 -605  53.03  58.22  63.73
 -595  53.06  58.25  63.63
 -585  54.58  60.06  65.77
 -575  53.19  58.96  64.67
 -565  46.77  52.12  57.63
 -555  37.86  42.85  47.84
 -545  31.57  36.14  40.81
 -535  35.01  39.51  44.37
 -525  41.75  46.61  51.80
 -515  47.74  52.83  58.31
 -505  53.32  58.15  64.11
 -495  51.12  55.98  61.75
 -485  47.32  52.22  57.76
 -475  50.86  55.46  61.55
 -465  60.84  65.67  72.41
 -455  62.46  67.62  73.87
 -445  57.18  62.75  68.59
 -435  56.95  62.17  68.36
 -425  53.16  58.67  64.47
 -415  43.15  47.85  53.23
 -405  28.46  32.84  37.05
 -395  19.93  24.34  28.04
 -385  17.08  20.68  23.95
 -375  14.33  18.35  21.94
 -365  10.96  14.52  18.64
 -355   8.72  12.71  16.34
 -345  13.26  16.72  19.97
 -335  22.82  25.83  29.01
 -325  32.32  36.66  41.10
 -315  38.70  43.27  48.49
 -305  43.60  48.20  53.71
 -295  50.31  55.33  60.71
 -285  55.85  60.94  66.84
 -275  58.41  63.34  69.66
 -265  54.68  59.71  66.00
 -255  48.62  53.61  59.58
 -245  46.51  51.38  57.05
 -235  45.64  50.73  56.01
 -225  52.31  57.05  62.98
 -215  56.79  61.20  67.36
 -205  51.34  56.14  61.23
 -195  48.85  54.29  59.22
 -185  48.23  53.29  58.41
 -175  45.09  49.40  54.85
 -165  41.43  45.57  50.83
 -155  40.65  44.80  49.82
 -145  42.62  46.97  52.15
 -135  47.71  52.57  57.76
 -125  51.70  56.79  61.98
 -115  50.02  54.85  60.13
 -105  47.03  51.60  56.95
  -95  47.49  52.19  57.47
  -85  49.53  54.71  60.06
  -75  51.44  56.82  62.01
  -65  48.75  53.97  59.06
  -55  45.57  50.27  55.01
  -45  45.67  50.37  55.36
  -35  48.72  53.00  58.67
  -25  49.27  54.00  59.19
  -15  47.55  52.06  57.53
   -5  48.43  52.90  58.77
    5  48.81  53.35  58.77
   15  48.17  53.45  58.28
   25  41.85  46.81  51.77
   35  37.57  42.40  47.36
   45  32.74  38.02  42.17
   55  32.64  36.98  41.42
   65  38.12  42.40  47.23
   75  37.47  40.91  46.16
   85  33.35  36.95  42.40
   95  30.92  35.23  39.58
  105  29.30  33.45  38.12
  115  30.37  34.52  38.90
  125  33.71  38.44  42.33
  135  39.32  44.92  49.01
  145  44.63  49.79  54.29
  155  45.70  50.27  55.33
  165  46.87  51.28  57.08
  175  47.88  52.57  58.25
  185  50.37  55.46  60.84
  195  52.35  57.57  63.08
  205  50.11  55.43  60.81
  215  45.25  50.21  55.62
  225  39.97  45.41  50.05
  235  34.13  39.00  43.14
  245  27.94  31.73  36.17
  255  24.47  28.20  33.13
  265  28.13  31.73  37.14
  275  38.44  41.94  47.78
  285  49.88  54.62  59.61
  295  60.90  66.80  71.86
  305  66.06  72.48  77.79
  315  59.38  65.45  70.60
  325  51.18  55.82  61.59
  335  45.57  50.11  55.17
  345  45.48  50.37  55.17
  355  48.00  52.80  58.15
  365  49.20  54.46  59.74
  375  46.58  51.60  56.76
  385  42.37  47.26  52.03
  395  38.09  42.79  47.52
  405  33.74  38.64  42.95
  415  30.66  34.88  39.12
  425  28.85  32.84  37.24
  435  29.89  34.03  38.25
  445  33.81  38.34  42.33
  455  36.37  41.65  45.90
  465  36.34  41.68  46.00
  475  39.93  44.92  49.46
  485  47.65  52.51  57.70
  495  52.93  58.41  63.50
  505  54.71  60.29  65.41
  515  53.55  58.67  63.92
  525  48.40  53.74  58.57
  535  41.88  46.58  51.25
  545  40.32  44.21  48.98
  555  38.06  41.85  46.48
  565  32.22  35.95  40.10
  575  30.60  34.59  38.64
  585  30.21  34.26  38.35
  595  29.08  32.87  37.18
  605  29.33  33.16  37.21
  615  32.38  36.53  40.81
  625  34.68  39.12  43.76
  635  32.67  37.21  41.36
  645  24.60  28.40  32.16
  655  14.43  18.06  21.26
  665   8.78  12.41  15.88
  675  10.34  13.87  17.60
  685  16.47  20.03  23.92
  695  21.68  25.38  29.17
  705  24.47  27.94  31.57
  715  28.39  32.02  35.56
  725  31.70  35.04  38.80
  735  40.97  44.31  49.01
  745  52.74  56.98  62.07
  755  48.82  53.03  58.06
  765  41.62  45.41  50.79
  775  37.57  41.30  46.13
  785  35.98  40.26  43.92
  795  44.44  48.78  53.51
  805  47.39  50.76  56.56
  815  47.52  50.89  56.56
  825  47.39  51.05  56.24
  835  50.05  54.49  59.77
  845  51.31  55.85  60.91
  855  46.16  50.34  54.65
  865  43.11  47.39  51.64
  875  38.05  41.39  45.90
  885  30.50  33.45  37.63
  895  24.44  27.94  31.41
  905  28.91  32.67  36.98
  915  40.29  43.98  49.23
  925  49.04  53.61  58.35
  935  50.18  54.39  58.90
  945  53.22  57.11  61.68
  955  50.08  54.16  58.28
  965  41.49  45.32  49.63
  975  32.67  35.62  40.29
  985  33.06  36.27  39.54
  995  35.92  39.09  42.30
 1005  28.49  31.64  34.91
 1015  23.83  27.46  30.28
 1025  13.94  17.57  20.19
 1035   8.49  11.64  14.85
 1045   8.88  11.60  14.88
 1055  14.55  17.34  21.23
 1065  23.53  25.83  30.44
 1075  32.64  35.85  39.48
 1085  40.68  44.44  47.97
 1095  44.08  48.49  51.96
 1105  43.01  47.03  50.86
 1115  39.19  42.95  46.81
 1125  38.21  42.43  46.19
 1135  42.75  46.84  50.95
 1145  39.87  43.79  47.03
 1155  33.32  36.43  39.12
 1165  33.65  36.76  40.10
 1175  34.59  37.79  41.65
 1185  33.84  37.02  40.78
 1195  37.31  40.26  44.67
 1205  39.38  42.40  46.61
 1215  33.94  36.98  40.58
 1225  31.77  35.04  38.25
 1235  32.38  35.20  39.06
 1245  36.92  39.54  43.53
 1255  35.24  38.35  41.49
 1265  20.33  23.34  26.68
 1275  10.24  13.00  15.95
 1285   8.20  10.89  13.91
 1295   7.36  10.11  12.97
 1305   5.74   8.43  11.09
 1315   5.70   8.46  11.18
 1325   8.46  11.25  14.52
 1335  15.85  18.86  22.27
 1345  28.68  32.22  35.91
 1355  41.26  45.73  49.40
 1365  47.39  51.64  55.69
 1375  36.92  40.84  44.83
 1385  23.76  27.26  30.92
 1395  19.84  23.60  26.06
 1405  15.27  18.28  20.39
 1415   9.63  12.29  14.88
 1425   7.03   9.27  11.86
 1435   0.00   1.88   4.09
 1445  -9.79  -8.04  -6.39
 1455  -5.51  -3.24  -1.14
 1465   1.65   4.25   6.84
 1475   4.99   7.49   9.89
 1485   7.52   9.95  12.32
 1495   8.85  11.35  14.00
 1505   6.16   8.59  10.83
 1515   4.12   6.52   8.78
 1525   4.76   7.03   9.63
 1535  12.61  15.10  17.50
 1545  21.46  23.89  26.64
 1555  26.26  29.14  32.54
 1565  28.10  31.28  33.97
 1575  30.53  33.39  36.34
 1585  35.07  37.92  41.13
 1595  40.81  43.95  47.32
 1605  41.10  44.54  47.81
 1615  37.89  40.91  44.31
 1625  32.09  34.85  38.25
 1635  23.02  25.61  28.10
 1645  18.54  20.94  23.37
 1655  15.40  17.67  20.36
 1665   6.74   9.24  11.90
 1675   3.44   5.87   8.20
 1685   0.62   3.02   5.25
 1695  -1.43   1.04   3.30
 1705   7.75  10.66  13.35
 1715  18.05  20.84  23.89
 1725  35.39  38.70  42.17
 1735  47.36  51.08  54.62
 1745  44.86  48.56  51.93
 1755  37.31  40.87  44.15
 1765  44.73  48.43  51.44
 1775  55.59  59.15  62.69
 1785  56.31  60.00  64.18
 1795  32.16  35.43  38.71
 1805  16.76  19.68  22.69
 1815  17.86  20.55  23.50
 1825  32.96  35.81  38.83
 1835  41.98  44.73  47.58
 1845  40.84  43.53  46.38
 1855  43.60  46.35  49.11
 1865  42.30  45.09  47.97
 1875  37.80  40.71  43.99
 1885  26.78  29.17  32.09
